V2,V3,V4,V5,V7,V8,V9,V10,Q1,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_1,Q45_2,Q45_3,Q45_4,Q2,age,gender,self-disc,disc time_1,disc time_2,disc time_3,disc time_4,Q10,learn,learn_time_1,learn_time_2,learn_time_3,learn_time_4,Q13,perform,perf_time_1,perf_time_2,perf_time_3,perf_time_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q37,Q38,Q39_1,Q39_2,Q39_3,Q39_4,Q40,Q41,Q42_1,Q42_2,Q42_3,Q42_4,att check,note,note_time_1,note_time_2,note_time_3,note_time_4,Q24,PT_1,PT_2,PT_3,PT_4,PT_5,emp,DG,DG_time_1,DG_time_2,DG_time_3,DG_time_4,LP scale 1_1,LP scale 1_2,LP scale 1_3,LP scale 1_4,LP scale 1_5,LP scale 1_6,LP scale 1_7,LP scale 1_8,LP scale 1_9,Q31_1,Q31_2,Q31_3,Q31_4,LP scale 2_1,LP scale 2_2,LP scale 2_3,LP scale 2_4,LP scale 2_5,LP scale 2_6,LP scale 2_7,LP scale 2_8,Q34_1,Q34_2,Q34_3,Q34_4,Q50,Q46
Default Response Set,Anonymous,,,0,6/25/13 15:51,6/25/13 16:00,1,1,1,,,,,,,,,1,22,2,"I struggle with depression and anxiety. I consider myself creative and I have an interest in music, literature, and art. I also love animals and taking care of others. Today, I went to yoga class for the first time. My psychologist came along too. It was great, and I really enjoyed it. I plan on going back for another class soon. The instructor and facility were both very nice and it was good to work out and burn some calories while enhancing my flexibility.",1.385,85.802,103.617,2,1,"A boy at college invited me to his dorm room to get to know each other. He put on records of his favorite music (classic rock) and we chatted over a few beers. We talked about religion, music, art, video games, movies, anything you can think of. I was nervous at first but became more relaxed as we got to know each other better. He eventually became my boyfriend, and I am still dating him today. It was rewarding to interact with him and understand him.",1.871,1.871,95.551,1,,,,,,,1,1,0,0,14.355,0,,,,,,,,,,,,,,,,,,,The end of the author's  romantic relationship,"I experienced heartbreak at the end of a few long-term and long-distance relationships before I found my present partner, who I think is ""The One"". Each time was painful, but it helped me to grow. The worst was when I was cheated on, which it seems you are lucky enough not to have experienced. Keep your chin up, and use your time as a single woman to strengthen yourself emotionally. Surround yourself with friends and don't let depression keep you a shut-in. Good luck, stranger!",1.227,117.663,129.049,4,1,5,6,2,6,2,5,5,1.575,1.575,12.124,1,7,7,2,6,3,7,7,4,3,4.979,23.533,24.206,9,7,7,7,7,4,7,7,5,10.742,31.818,33.475,8,2,1
Default Response Set,Anonymous,,,0,6/25/13 16:50,6/25/13 17:02,1,1,1,,,,,,,,,1,19,2,"I'm a 19 year old Christian female studying English at a university in Texas. I was born in Denton, Texas and am a military brat. An interesting thing that has happened to me was that I just started dating a black guy whose parents are from Nigeria and I'm white.",6.138,122.18,126.089,6,1,"When I met my boyfriend, I was afraid because I don't know too many black people and he is about 6'2. Also his parents aren't American, but he and he siblings were all born in Texas, like me. I got partnered with him for our chemistry lab in the first semester of college (we both were freshmen last year). I was impressed with how smart he was. I usually thought all black people were ghetto and loud and stuff. He was really nice. I was also impressed that his dad was an engineer and his mom a physician. He lives in a really nice neighborhood in Austin. / This led me to believe that I had horrible assumptions of black people and that they are not all the same.",18.988,19.689,224.239,2,,,,,,,1,1,0,0,45.102,0,,,,,,,,,,,,,,,,,,,Her and her boyfriend broke up and she's really torn about it,I've just started a relationship with a guy. Don't worry. From your description I can tell that you are a smart and beautiful woman. You'll find another guy soon enough. You don't deserve to be treated like that by a guy who won't love you. Be strong and move on. ,3.729,59.374,59.975,2,1,2,5,4,5,4,4,0,1.583,1.583,17.059,1,6,6,6,6,6,3,2,6,3,4.968,42.81,44.686,11,6,6,6,6,6,7,6,6,7.819,37.775,38.651,8,2,1
Default Response Set,Anonymous,,,0,6/19/13 1:36,6/19/13 1:59,0,1,1,,,,,,,,,1,57,1,I am a husband and work as a library clerk.  I was recently surprised as I was sitting on a bench near a local river when 3 geese and 21 goslings appeared over the top of the river bank and set themselves up nearby.,5.091,5.091,173.639,1,,,,,,,1,"I was at a gathering on a past July 4th and was introduced to the person who would make the decision about my getting a job I applied for.  Part of the job had to do with social interaction and wanting the job I showed, at least to myself and hopefully to that person, that I had what it took. /  / There was another time that a young boy had gotten seperated from his parents.  He was scared but shyed away from strangers.  Seeing that he was wearing a t-shirt with superman on it, I started talking about superman and soon he was talking about him with me.  He ended up trusting me enough that I could get him to a police officer who located his parents",15.67,15.67,402.856,1,,,,,,,,,,,,,,,,,,,1,1,0,0,29.754,0,how a young man felt when his long time girlfriend broke up with him,"I know how you feel.  Before I met my wife, I was dumped by every girl I dated.  Each time it hurt because I truly loved them at the time, but I did find others, finally finding the one person I could spend my life with and we have been happily married for 17 years.  It is difficult to think that you will find someone else, especially when you are hurting but you will.  In fact, over time, you may find youself feeling sorry for those who dumped you necause they will have missed out on a wonderful life with you.",10.139,10.139,367.646,1,1,3,6,1,7,1,7,25,12.036,12.036,20.4,1,2,2,7,6,6,2,3,6,4,13.703,52.093,55.03,9,5,6,6,4,6,7,2,6,6.731,61.504,62.92,8,2,
Default Response Set,Anonymous,,,0,6/20/13 5:30,6/20/13 5:31,0,1,1,,,,,,,,,1,48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/20/13 6:12,6/20/13 6:12,0,1,1,,,,,,,,,1,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/20/13 8:04,6/20/13 8:07,0,1,1,,,,,,,,,1,23,1,"I'm a pretty average guy from the Midwest who recently graduated from university. I enjoy studying linguistics and learning new languages, as well as the typical things like movies, music, and reading. The most exciting thing that has happened in my life recently was the birth of my nephew. He's adorable!",11.414,11.414,119.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/20/13 9:09,6/20/13 9:11,0,1,1,,,,,,,,,1,27,2,"I am a young mother & wife. I work hard to make ends meet for my family, as does my husband. Being the higher-earner in a family has brought some social stigma to light from people I'd never expect. Recently, my husband got promoted, and instead of being happy for us, a few people I know were quite nasty about ""why it hadn't happened sooner."" Oh well, it was good for us anyway.",0.846,0.846,70.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/20/13 11:03,6/20/13 11:05,0,1,1,,,,,,,,,1,47,2,"I am a 47 year old mother of a 19 year old college student.  I've been married for almost 26 years, live in the northeastern part of the country.  My favorites things to do are read, do puzzles, social media games, and work on Mturk.  I also enjoy watching any and all shows involving cooking, as well as reality shows like the Biggest Loser.  My goal is to be able to work harder and earn a little more than I have in the past, and to enjoy my family more as well.",4.822,4.822,95.852,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/20/13 12:52,6/20/13 13:16,0,1,1,,,,,,,,,1,25,1,"I am 25, I grew up in California and most recently I got into graduate school.  ",0.765,1423.781,1424.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/20/13 21:29,6/20/13 21:29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/20/13 23:20,6/20/13 23:21,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/20/13 23:15,6/20/13 23:25,0,1,1,,,,,,,,,1,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/21/13 2:25,6/21/13 2:25,0,1,1,,,,,,,,,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/28/13 12:32,6/28/13 12:36,1,1,1,,,,,,,,,1,20,2,I am a submissive girl to my partner. He takes care of me. I act like a little girl. I can be a brat. I'm very playful. I like to be spanked. I have a crush on another girl. She messaged me from a website and would like to have sex with me. My partner approves. She lives in another country and will be visiting a year from now. I do a lot of drugs. I smoke a lot of cigarettes. I have big boobs and a fat stomach. I have self harm scars all over my thighs. ,1.931,4.225,76.75,2,1,"I'm really good at meeting people. When I first met my partners parents, I was really nervous. They're a lot older than me, and therefore we didn't have much to discuss. We get along fine now.",1.823,5.836,33.424,2,,,,,,,1,1,10.895,20.033,20.988,11,,,,,,,,,,,,,,,,,,,21 yr old white woman who just lost her boyfriend,"When relationships end, it's really difficult to move on. Please know that it gets better. He wasn't meant for you. You will find someone someday who might actually treat you well.",0.958,30.776,31.102,6,1,6,6,6,6,6,7,1,4.618,6.603,6.923,2,6,6,6,6,6,6,6,6,6,1.888,4.885,5.262,11,7,7,7,7,7,7,7,7,1.184,13.492,13.89,12,2,1
Default Response Set,Anonymous,,,0,6/28/13 14:16,6/28/13 14:28,1,1,1,,,,,,,,,1,34,1,"I am a middle of the road 34 year old male who lives in the South. I like to enjoy life, hike, and spend time outdoors. I tend to appraoch life with a mellow vibe and dont get too worked up over the small stuff. Recently, I went on a vacation in the mountains. While hiking, I stumbled across one of my old high school friends hiiking on the same path.",3.341,3.341,170.472,1,,,,,,,1,"Recently I had to a dinner with my spouse for work. His coworkers were all super liberal.  I am much more a moderate and tend to frown on anyone who is too far right or too far left. I knew politics would come up at some point.  After meeting some of the coworkers, it only took about 10 minutes before gun control came up. Whil I support soem gun control, these coworkers wanted to outlaw all guns. /    ",2.626,66.384,185.949,4,,,,,,,,,,,,,,,,,,,1,1,30.337,31.145,34.434,2,He told me something about himself--mainly his girlfriend dumped him.,"Sad to hear that you are upset about the breakup.  Dude, you are only 21.  Beleive me when I say that there will be many other girls you meet in college and beyond.  Don't dwell on it.",3.755,11.548,62.927,3,1,3,5,3,5,2,3,0,5.432,10.736,18.929,2,4,5,5,6,5,6,5,6,6,5.592,40.863,41.84,10,6,6,3,5,6,7,5,5,3.15,28.478,29.239,8,2,1
Default Response Set,Anonymous,,,0,6/21/13 14:35,6/21/13 14:46,0,1,1,,,,,,,,,1,30,2,"I'am a female of the age of 25-30 & I 'am currently living in the US with my family.I recently  bought an old Chevy C10 in the state of California . When I went to register it for new tags, I found out there are 8 pages of plates to choose from.  I’m a bit too frugal to fork over the annual fees for a pretty license plate, especially considering I bought a vintage vehicle for the affordable, one-time, lifetime registration.I asked myself r if any other states offer so many choices for license plates.. I found that very interesting.",3.325,492.213,507.872,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/28/13 14:53,6/28/13 15:11,1,1,1,,,,,,,,,1,35,2,"I am a stay-at-home mother of two. I live in the country and my husband is a farmer. My parents and sister live with us. Recently a family member needed a place to stay so they also moved in with us. We now have a household of eight, but we all love living together and wouldn't have it any other way. ",3.395,185.927,200.207,3,1,"     I got a part-time job for the holidays this past year. I had not worked outside of the home in 15 years prior to this job.  I am an introverted person and I had to get to know a good number of people over this time. Everyone was friendly there but there were some people that I got closer to than others. I did not agree with nor did I share a lot of the values that my fellow employees had, but usually those topics never came up so I was still able to make friends with these people. I felt like this experience opened me up a little and helped me to overcome a good bit of my shyness because I was in a situation where I also had to deal with the public everyday and attempt to be warm and friendly, as well as sociable.",2.505,146.558,344.853,8,,,,,,,1,1,0,0,48.635,0,,,,,,,,,,,,,,,,,,,The woman writing was describing herself as well as describing a situation where her and her long-time boyfriend recently broke up.,"I am sorry to hear about your breakup with your boyfriend. It is certainly hard when you have been with someone for a long time. I understand that right now it seems like a bad thing, but you are 21 years old and you have a lot of life to live. Who knows, maybe it will turn out to be for the best. I hope things work out for you as I am sure that they will.",1.619,1.619,168.182,1,1,2,6,2,5,2,4,0,8.924,8.924,12.298,1,7,7,3,6,5,6,6,6,2,6.575,46.293,47.393,9,6,6,6,6,6,7,6,5,3.439,29.164,33.313,8,2,1
Default Response Set,Anonymous,,,0,6/21/13 22:52,6/21/13 22:57,0,1,1,,,,,,,,,1,42,2,"I am a retired Naval Officer who joined the Navy when I was seventeen years old. I was station all over the US and in Japan and have been able to travel through Asia and Europe. Now that I am out of the Navy, I am a landlord and hands on manage property as traditional rentals and as vacation rentals. Probably the most interesting thing that I have done recently is having to go to court for my eviction. I chose not to hire a lawyer and completed the procedure myself. What was most surprising was how little the judge actually required from me.",5.464,5.464,196.215,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
